"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"RP000098429","NINOY AQUINO INTERN, RP","2018-12-16","0.00","81",,"76"
"RP000098429","NINOY AQUINO INTERN, RP","2018-12-17",,"81","87",
"RP000098429","NINOY AQUINO INTERN, RP","2018-12-18",,"82","90","74"
"RP000098429","NINOY AQUINO INTERN, RP","2018-12-19",,"81",,
"RP000098429","NINOY AQUINO INTERN, RP","2018-12-20",,"81","85","74"
"RP000098429","NINOY AQUINO INTERN, RP","2018-12-21",,"80","87","74"
"RP000098429","NINOY AQUINO INTERN, RP","2018-12-22","0.00","81","90","77"
"RP000098429","NINOY AQUINO INTERN, RP","2018-12-23",,"76",,
"RP000098429","NINOY AQUINO INTERN, RP","2018-12-24","0.22","78",,"74"
"RP000098429","NINOY AQUINO INTERN, RP","2018-12-25",,"82",,"76"
"RP000098429","NINOY AQUINO INTERN, RP","2018-12-26",,"82","89","77"
"RP000098429","NINOY AQUINO INTERN, RP","2018-12-27",,"82",,"77"
"RP000098429","NINOY AQUINO INTERN, RP","2018-12-28","0.00","78","84",
"RP000098429","NINOY AQUINO INTERN, RP","2018-12-29","0.77","76",,
"RP000098429","NINOY AQUINO INTERN, RP","2018-12-30","0.24","76",,
"RP000098429","NINOY AQUINO INTERN, RP","2018-12-31","0.61","76","77","73"
"RP000098429","NINOY AQUINO INTERN, RP","2019-01-01","1.14","79",,"74"
"RP000098429","NINOY AQUINO INTERN, RP","2019-01-02","0.28","81",,"75"
"RP000098429","NINOY AQUINO INTERN, RP","2019-01-03","0.00","82","90","77"
"RP000098429","NINOY AQUINO INTERN, RP","2019-01-04",,"82",,"77"
"RP000098429","NINOY AQUINO INTERN, RP","2019-01-05",,"82","90","77"
"RP000098429","NINOY AQUINO INTERN, RP","2019-01-06",,"81",,
"RP000098429","NINOY AQUINO INTERN, RP","2019-01-07",,"81",,"75"
"RP000098429","NINOY AQUINO INTERN, RP","2019-01-08",,"82","88","75"
"RP000098429","NINOY AQUINO INTERN, RP","2019-01-09",,"82","88","77"
"RP000098429","NINOY AQUINO INTERN, RP","2019-01-10",,"82","88","77"
"RP000098429","NINOY AQUINO INTERN, RP","2019-01-11","0.00","81",,
"RP000098429","NINOY AQUINO INTERN, RP","2019-01-12","0.00","83","90","75"
"RP000098429","NINOY AQUINO INTERN, RP","2019-01-13",,"80",,
"RP000098429","NINOY AQUINO INTERN, RP","2019-01-14","0.00","82","90",
"RP000098429","NINOY AQUINO INTERN, RP","2019-01-15",,"81",,
"RP000098429","NINOY AQUINO INTERN, RP","2019-01-16","0.00","81","90",
"RP000098429","NINOY AQUINO INTERN, RP","2019-01-17",,"81",,"73"
"RP000098429","NINOY AQUINO INTERN, RP","2019-01-18",,"81","89",
"RP000098429","NINOY AQUINO INTERN, RP","2019-01-19",,"82",,"74"
"RP000098429","NINOY AQUINO INTERN, RP","2019-01-20",,"82","89","77"
"RP000098429","NINOY AQUINO INTERN, RP","2019-01-21",,"81","86",
"RP000098429","NINOY AQUINO INTERN, RP","2019-01-22",,"82",,"76"
"RP000098429","NINOY AQUINO INTERN, RP","2019-01-23","0.00","81",,"77"
"RP000098429","NINOY AQUINO INTERN, RP","2019-01-24",,"81","86","77"
"RP000098429","NINOY AQUINO INTERN, RP","2019-01-25",,"80","86",
"RP000098429","NINOY AQUINO INTERN, RP","2019-01-26","0.00","78","83",
"RP000098429","NINOY AQUINO INTERN, RP","2019-01-27","0.00","77","83",
"RP000098429","NINOY AQUINO INTERN, RP","2019-01-28",,"77","83","73"
"RP000098429","NINOY AQUINO INTERN, RP","2019-01-29",,"78",,
"RP000098429","NINOY AQUINO INTERN, RP","2019-01-30",,"79","86","74"
"RP000098429","NINOY AQUINO INTERN, RP","2019-01-31",,"79",,"74"
"RP000098429","NINOY AQUINO INTERN, RP","2019-02-01",,"79",,"75"
"RP000098429","NINOY AQUINO INTERN, RP","2019-02-02","0.00","80",,
"RP000098429","NINOY AQUINO INTERN, RP","2019-02-03",,"80",,"74"
"RP000098429","NINOY AQUINO INTERN, RP","2019-02-04","0.00","80",,
"RP000098429","NINOY AQUINO INTERN, RP","2019-02-05",,"80","88",
"RP000098429","NINOY AQUINO INTERN, RP","2019-02-06",,"80","88",
"RP000098429","NINOY AQUINO INTERN, RP","2019-02-07",,"81",,"73"
"RP000098429","NINOY AQUINO INTERN, RP","2019-02-08",,"81","90","74"
"RP000098429","NINOY AQUINO INTERN, RP","2019-02-09",,"82",,"75"
"RP000098429","NINOY AQUINO INTERN, RP","2019-02-10",,"81",,
"RP000098429","NINOY AQUINO INTERN, RP","2019-02-11","0.00","82",,
"RP000098429","NINOY AQUINO INTERN, RP","2019-02-12",,"81",,
"RP000098429","NINOY AQUINO INTERN, RP","2019-02-13","0.00","78",,
"RP000098429","NINOY AQUINO INTERN, RP","2019-02-14","0.00","80","90",
"RP000098429","NINOY AQUINO INTERN, RP","2019-02-15",,"81","90","74"
"RP000098429","NINOY AQUINO INTERN, RP","2019-02-16",,"80","89",
"RP000098429","NINOY AQUINO INTERN, RP","2019-02-17",,"81",,"75"
"RP000098429","NINOY AQUINO INTERN, RP","2019-02-18",,"81",,
"RP000098429","NINOY AQUINO INTERN, RP","2019-02-19",,"81",,
"RP000098429","NINOY AQUINO INTERN, RP","2019-02-20",,"81","90",
"RP000098429","NINOY AQUINO INTERN, RP","2019-02-21",,"81",,"75"
"RP000098429","NINOY AQUINO INTERN, RP","2019-02-22",,"81",,"75"
"RP000098429","NINOY AQUINO INTERN, RP","2019-02-23",,"81",,
"RP000098429","NINOY AQUINO INTERN, RP","2019-02-24",,"80",,"75"
"RP000098429","NINOY AQUINO INTERN, RP","2019-02-25",,"81","92",
"RP000098429","NINOY AQUINO INTERN, RP","2019-02-26",,"80",,
"RP000098429","NINOY AQUINO INTERN, RP","2019-02-27",,"80","88","75"
"RP000098429","NINOY AQUINO INTERN, RP","2019-02-28",,"81",,
"RP000098429","NINOY AQUINO INTERN, RP","2019-03-01","0.00","81",,"74"
"RP000098429","NINOY AQUINO INTERN, RP","2019-03-02",,"80",,
"RP000098429","NINOY AQUINO INTERN, RP","2019-03-03",,"82","90","74"
"RP000098429","NINOY AQUINO INTERN, RP","2019-03-04",,"84","92","77"
"RP000098429","NINOY AQUINO INTERN, RP","2019-03-05",,"82",,
"RP000098429","NINOY AQUINO INTERN, RP","2019-03-06",,"83",,"78"
"RP000098429","NINOY AQUINO INTERN, RP","2019-03-07",,"83","90","79"
"RP000098429","NINOY AQUINO INTERN, RP","2019-03-08",,"83","92",
"RP000098429","NINOY AQUINO INTERN, RP","2019-03-09",,"82",,
"RP000098429","NINOY AQUINO INTERN, RP","2019-03-10",,"82",,"75"
"RP000098429","NINOY AQUINO INTERN, RP","2019-03-11",,"83",,"76"
"RP000098429","NINOY AQUINO INTERN, RP","2019-03-12",,"84",,"78"
"RP000098429","NINOY AQUINO INTERN, RP","2019-03-13",,"85",,
"RP000098429","NINOY AQUINO INTERN, RP","2019-03-14",,"85",,"78"
"RP000098429","NINOY AQUINO INTERN, RP","2019-03-15",,"83",,
"RP000098429","NINOY AQUINO INTERN, RP","2019-03-16",,"81","93",
"RP000098429","NINOY AQUINO INTERN, RP","2019-03-17",,"83","90","78"
"RP000098429","NINOY AQUINO INTERN, RP","2019-03-18","0.04","83","91","78"
"RP000098429","NINOY AQUINO INTERN, RP","2019-03-19","0.00","84","94",
"RP000098429","NINOY AQUINO INTERN, RP","2019-03-20",,"84","93","78"
"RP000098429","NINOY AQUINO INTERN, RP","2019-03-21",,"84",,"78"
"RP000098429","NINOY AQUINO INTERN, RP","2019-03-22",,"84","95",
"RP000098429","NINOY AQUINO INTERN, RP","2019-03-23",,"84",,"78"
"RP000098429","NINOY AQUINO INTERN, RP","2019-03-24",,"83","90",
"RP000098429","NINOY AQUINO INTERN, RP","2019-03-25",,"84",,
"RP000098429","NINOY AQUINO INTERN, RP","2019-03-26",,"85","97","76"
"RP000098429","NINOY AQUINO INTERN, RP","2019-03-27",,"85",,
"RP000098429","NINOY AQUINO INTERN, RP","2019-03-28",,"85","93","79"
"RP000098429","NINOY AQUINO INTERN, RP","2019-03-29",,"85",,
"RP000098429","NINOY AQUINO INTERN, RP","2019-03-30",,"84",,"79"
"RP000098429","NINOY AQUINO INTERN, RP","2019-03-31",,"85",,"79"
"RP000098429","NINOY AQUINO INTERN, RP","2019-04-01",,"84",,
"RP000098429","NINOY AQUINO INTERN, RP","2019-04-02",,"85",,
"RP000098429","NINOY AQUINO INTERN, RP","2019-04-03",,"85",,
"RP000098429","NINOY AQUINO INTERN, RP","2019-04-04",,"86",,"79"
"RP000098429","NINOY AQUINO INTERN, RP","2019-04-05",,"87",,"81"
"RP000098429","NINOY AQUINO INTERN, RP","2019-04-06",,"87","98",
"RP000098429","NINOY AQUINO INTERN, RP","2019-04-07",,"87",,"81"
"RP000098429","NINOY AQUINO INTERN, RP","2019-04-08",,"87",,"82"
"RP000098429","NINOY AQUINO INTERN, RP","2019-04-09",,"86","95",
"RP000098429","NINOY AQUINO INTERN, RP","2019-04-10",,"88","98","81"
"RP000098429","NINOY AQUINO INTERN, RP","2019-04-11",,"86",,
"RP000098429","NINOY AQUINO INTERN, RP","2019-04-12",,"87",,"81"
"RP000098429","NINOY AQUINO INTERN, RP","2019-04-13",,"88","97","82"
"RP000098429","NINOY AQUINO INTERN, RP","2019-04-14",,"88",,"82"
"RP000098429","NINOY AQUINO INTERN, RP","2019-04-15",,"87",,
"RP000098429","NINOY AQUINO INTERN, RP","2019-04-16",,"88","97","81"
"RP000098429","NINOY AQUINO INTERN, RP","2019-04-17",,"88","98","81"
"RP000098429","NINOY AQUINO INTERN, RP","2019-04-18",,"87","99",
"RP000098429","NINOY AQUINO INTERN, RP","2019-04-19",,"88","97",
"RP000098429","NINOY AQUINO INTERN, RP","2019-04-20",,"87","96",
"RP000098429","NINOY AQUINO INTERN, RP","2019-04-21",,"89",,"81"
"RP000098429","NINOY AQUINO INTERN, RP","2019-04-22",,"87","95",
"RP000098429","NINOY AQUINO INTERN, RP","2019-04-23",,"87",,"82"
"RP000098429","NINOY AQUINO INTERN, RP","2019-04-24",,"88","97","81"
"RP000098429","NINOY AQUINO INTERN, RP","2019-04-25",,"87",,
"RP000098429","NINOY AQUINO INTERN, RP","2019-04-26",,"86",,
"RP000098429","NINOY AQUINO INTERN, RP","2019-04-27",,"86","95",
"RP000098429","NINOY AQUINO INTERN, RP","2019-04-28",,"87","96","80"
"RP000098429","NINOY AQUINO INTERN, RP","2019-04-29",,"87","93",
"RP000098429","NINOY AQUINO INTERN, RP","2019-04-30",,"88","96","81"
"RP000098429","NINOY AQUINO INTERN, RP","2019-05-01",,"87","95","82"
"RP000098429","NINOY AQUINO INTERN, RP","2019-05-02",,"87","96",
"RP000098429","NINOY AQUINO INTERN, RP","2019-05-03",,"88",,"81"
"RP000098429","NINOY AQUINO INTERN, RP","2019-05-04",,"86","93",
"RP000098429","NINOY AQUINO INTERN, RP","2019-05-05",,"87","94","82"
"RP000098429","NINOY AQUINO INTERN, RP","2019-05-06",,"83","88",
"RP000098429","NINOY AQUINO INTERN, RP","2019-05-07","0.00","84","90","80"
"RP000098429","NINOY AQUINO INTERN, RP","2019-05-08","0.00","84",,
"RP000098429","NINOY AQUINO INTERN, RP","2019-05-09","0.85","85","94","80"
"RP000098429","NINOY AQUINO INTERN, RP","2019-05-10","0.18","85",,"80"
"RP000098429","NINOY AQUINO INTERN, RP","2019-05-11","0.00","85",,"81"
"RP000098429","NINOY AQUINO INTERN, RP","2019-05-12",,"84","93",
"RP000098429","NINOY AQUINO INTERN, RP","2019-05-13",,"87","96",
"RP000098429","NINOY AQUINO INTERN, RP","2019-05-14","0.00","89",,"82"
"RP000098429","NINOY AQUINO INTERN, RP","2019-05-15",,"87","96",
"RP000098429","NINOY AQUINO INTERN, RP","2019-05-16",,"89","98","80"
"RP000098429","NINOY AQUINO INTERN, RP","2019-05-17","0.14","86","92","82"
"RP000098429","NINOY AQUINO INTERN, RP","2019-05-18","0.00","87",,"82"
"RP000098429","NINOY AQUINO INTERN, RP","2019-05-19","0.16","88","95","83"
"RP000098429","NINOY AQUINO INTERN, RP","2019-05-20","0.00","89","93","84"
"RP000098429","NINOY AQUINO INTERN, RP","2019-05-21",,"86",,
"RP000098429","NINOY AQUINO INTERN, RP","2019-05-22",,"86","95","77"
"RP000098429","NINOY AQUINO INTERN, RP","2019-05-23","0.02","87",,"81"
"RP000098429","NINOY AQUINO INTERN, RP","2019-05-24","0.00","86","95",
"RP000098429","NINOY AQUINO INTERN, RP","2019-05-25",,"86",,"82"
"RP000098429","NINOY AQUINO INTERN, RP","2019-05-26",,"83",,
"RP000098429","NINOY AQUINO INTERN, RP","2019-05-27",,"85",,"79"
"RP000098429","NINOY AQUINO INTERN, RP","2019-05-28","0.02","87",,"81"
"RP000098429","NINOY AQUINO INTERN, RP","2019-05-29","0.00","87","97","82"
"RP000098429","NINOY AQUINO INTERN, RP","2019-05-30","0.00","89","97","82"
"RP000098429","NINOY AQUINO INTERN, RP","2019-05-31",,"89","95","82"
"RP000098429","NINOY AQUINO INTERN, RP","2019-06-01","0.00","89",,
"RP000098429","NINOY AQUINO INTERN, RP","2019-06-02","0.00","89",,"84"
"RP000098429","NINOY AQUINO INTERN, RP","2019-06-03",,"89",,"84"
"RP000098429","NINOY AQUINO INTERN, RP","2019-06-04",,"89","97",
"RP000098429","NINOY AQUINO INTERN, RP","2019-06-05",,"88","97",
"RP000098429","NINOY AQUINO INTERN, RP","2019-06-06",,"89",,"82"
"RP000098429","NINOY AQUINO INTERN, RP","2019-06-07",,"88","95",
"RP000098429","NINOY AQUINO INTERN, RP","2019-06-08",,"89","97","82"
"RP000098429","NINOY AQUINO INTERN, RP","2019-06-09",,"88","97",
"RP000098429","NINOY AQUINO INTERN, RP","2019-06-10",,"85","91",
"RP000098429","NINOY AQUINO INTERN, RP","2019-06-11",,"87","94",
"RP000098429","NINOY AQUINO INTERN, RP","2019-06-12","0.00","87",,"80"
"RP000098429","NINOY AQUINO INTERN, RP","2019-06-13",,"87","95",
"RP000098429","NINOY AQUINO INTERN, RP","2019-06-14",,"85",,
"RP000098429","NINOY AQUINO INTERN, RP","2019-06-15","0.00","85","93","80"
"RP000098429","NINOY AQUINO INTERN, RP","2019-06-16","0.00","87",,
"RP000098429","NINOY AQUINO INTERN, RP","2019-06-17","0.08","87","96",
"RP000098429","NINOY AQUINO INTERN, RP","2019-06-18","0.59","89","97","83"
"RP000098429","NINOY AQUINO INTERN, RP","2019-06-19","0.00","89",,"84"
"RP000098429","NINOY AQUINO INTERN, RP","2019-06-20",,"88",,
"RP000098429","NINOY AQUINO INTERN, RP","2019-06-21",,"88","95",
"RP000098429","NINOY AQUINO INTERN, RP","2019-06-22","0.00","88","96",
"RP000098429","NINOY AQUINO INTERN, RP","2019-06-23","0.00","86",,
"RP000098429","NINOY AQUINO INTERN, RP","2019-06-24",,"85",,
"RP000098429","NINOY AQUINO INTERN, RP","2019-06-25",,"85","92","74"
"RP000098429","NINOY AQUINO INTERN, RP","2019-06-26","0.02","84",,"79"
"RP000098429","NINOY AQUINO INTERN, RP","2019-06-27",,"81",,
"RP000098429","NINOY AQUINO INTERN, RP","2019-06-28",,"82",,
"RP000098429","NINOY AQUINO INTERN, RP","2019-06-29",,"81",,"77"
"RP000098429","NINOY AQUINO INTERN, RP","2019-06-30",,"83","90",
"RP000098429","NINOY AQUINO INTERN, RP","2019-07-01","0.83","80",,
"RP000098429","NINOY AQUINO INTERN, RP","2019-07-02","0.02","83","89","77"
"RP000098429","NINOY AQUINO INTERN, RP","2019-07-03",,"87","93","80"
"RP000098429","NINOY AQUINO INTERN, RP","2019-07-04",,"87","95",
"RP000098429","NINOY AQUINO INTERN, RP","2019-07-05",,"86","93",
"RP000098429","NINOY AQUINO INTERN, RP","2019-07-06",,"85","90",
"RP000098429","NINOY AQUINO INTERN, RP","2019-07-07","0.00","85","90","81"
"RP000098429","NINOY AQUINO INTERN, RP","2019-07-08","0.91","86",,"81"
"RP000098429","NINOY AQUINO INTERN, RP","2019-07-09","0.00","86",,"81"
"RP000098429","NINOY AQUINO INTERN, RP","2019-07-10",,"87","92",
"RP000098429","NINOY AQUINO INTERN, RP","2019-07-11","0.00","87","94","82"
"RP000098429","NINOY AQUINO INTERN, RP","2019-07-12",,"86","94",
"RP000098429","NINOY AQUINO INTERN, RP","2019-07-13",,"85",,
"RP000098429","NINOY AQUINO INTERN, RP","2019-07-14",,"83","91","77"
"RP000098429","NINOY AQUINO INTERN, RP","2019-07-15","0.33","81","86",
"RP000098429","NINOY AQUINO INTERN, RP","2019-07-16","1.10","81",,
"RP000098429","NINOY AQUINO INTERN, RP","2019-07-17","0.51","80","83","75"
"RP000098429","NINOY AQUINO INTERN, RP","2019-07-18","0.57","81","88","78"
"RP000098429","NINOY AQUINO INTERN, RP","2019-07-19","0.24","85","90","78"
"RP000098429","NINOY AQUINO INTERN, RP","2019-07-20","0.00","86","90","81"
"RP000098429","NINOY AQUINO INTERN, RP","2019-07-21",,"84",,
"RP000098429","NINOY AQUINO INTERN, RP","2019-07-22","0.00","83",,
"RP000098429","NINOY AQUINO INTERN, RP","2019-07-23","0.16","83","88",
"RP000098429","NINOY AQUINO INTERN, RP","2019-07-24","0.04","84","90","79"
"RP000098429","NINOY AQUINO INTERN, RP","2019-07-25","0.02","84",,
"RP000098429","NINOY AQUINO INTERN, RP","2019-07-26","0.00","85",,"80"
"RP000098429","NINOY AQUINO INTERN, RP","2019-07-27",,"82",,
"RP000098429","NINOY AQUINO INTERN, RP","2019-07-28","0.00","80",,
"RP000098429","NINOY AQUINO INTERN, RP","2019-07-29","0.41","83",,
"RP000098429","NINOY AQUINO INTERN, RP","2019-07-30","0.26","80",,
"RP000098429","NINOY AQUINO INTERN, RP","2019-07-31","0.22","82",,"77"
"RP000098429","NINOY AQUINO INTERN, RP","2019-08-01","0.26","82",,
"RP000098429","NINOY AQUINO INTERN, RP","2019-08-02","1.20","78",,
"RP000098429","NINOY AQUINO INTERN, RP","2019-08-03","6.95","78",,"75"
"RP000098429","NINOY AQUINO INTERN, RP","2019-08-04","1.18","80",,"78"
"RP000098429","NINOY AQUINO INTERN, RP","2019-08-05","0.28","82",,
"RP000098429","NINOY AQUINO INTERN, RP","2019-08-06","1.08","83",,
"RP000098429","NINOY AQUINO INTERN, RP","2019-08-07","0.18","81",,
"RP000098429","NINOY AQUINO INTERN, RP","2019-08-08","0.28","80",,
"RP000098429","NINOY AQUINO INTERN, RP","2019-08-09","1.52","80",,
"RP000098429","NINOY AQUINO INTERN, RP","2019-08-10","0.75","84","89","77"
"RP000098429","NINOY AQUINO INTERN, RP","2019-08-11","0.04","84","88","80"
"RP000098429","NINOY AQUINO INTERN, RP","2019-08-12","0.00","84",,
"RP000098429","NINOY AQUINO INTERN, RP","2019-08-13","0.63","84",,"79"
"RP000098429","NINOY AQUINO INTERN, RP","2019-08-14","0.00","84",,
"RP000098429","NINOY AQUINO INTERN, RP","2019-08-15",,"84",,
"RP000098429","NINOY AQUINO INTERN, RP","2019-08-16",,"85","90",
"RP000098429","NINOY AQUINO INTERN, RP","2019-08-17","0.00","85","89","80"
"RP000098429","NINOY AQUINO INTERN, RP","2019-08-18",,"85","90",
"RP000098429","NINOY AQUINO INTERN, RP","2019-08-19","0.00","85",,"82"
"RP000098429","NINOY AQUINO INTERN, RP","2019-08-20","0.00","85","90",
"RP000098429","NINOY AQUINO INTERN, RP","2019-08-21","0.18","81","88","78"
"RP000098429","NINOY AQUINO INTERN, RP","2019-08-22","0.16","82","87","78"
"RP000098429","NINOY AQUINO INTERN, RP","2019-08-23","0.00","81","86",
"RP000098429","NINOY AQUINO INTERN, RP","2019-08-24","0.75","80","87","76"
"RP000098429","NINOY AQUINO INTERN, RP","2019-08-25","2.62","80","88","76"
"RP000098429","NINOY AQUINO INTERN, RP","2019-08-26","0.47","82","87",
"RP000098429","NINOY AQUINO INTERN, RP","2019-08-27","1.40","80","83","76"
"RP000098429","NINOY AQUINO INTERN, RP","2019-08-28","0.02","83","91","77"
"RP000098429","NINOY AQUINO INTERN, RP","2019-08-29","0.00","81","87",
"RP000098429","NINOY AQUINO INTERN, RP","2019-08-30","0.00","81",,"77"
"RP000098429","NINOY AQUINO INTERN, RP","2019-08-31","0.00","79",,
"RP000098429","NINOY AQUINO INTERN, RP","2019-09-01","0.35","81","91","77"
"RP000098429","NINOY AQUINO INTERN, RP","2019-09-02","0.45","81","87",
"RP000098429","NINOY AQUINO INTERN, RP","2019-09-03","0.14","80","89","76"
"RP000098429","NINOY AQUINO INTERN, RP","2019-09-04","0.37","85",,"76"
"RP000098429","NINOY AQUINO INTERN, RP","2019-09-05","0.00","85","90","81"
"RP000098429","NINOY AQUINO INTERN, RP","2019-09-06",,"85","91",
"RP000098429","NINOY AQUINO INTERN, RP","2019-09-07","0.08","84","90","78"
"RP000098429","NINOY AQUINO INTERN, RP","2019-09-08","0.00","83","90",
"RP000098429","NINOY AQUINO INTERN, RP","2019-09-09","0.79","80","88",
"RP000098429","NINOY AQUINO INTERN, RP","2019-09-10","0.79","81","83","75"
"RP000098429","NINOY AQUINO INTERN, RP","2019-09-11","0.00","80","86",
"RP000098429","NINOY AQUINO INTERN, RP","2019-09-12","0.28","79",,"76"
"RP000098429","NINOY AQUINO INTERN, RP","2019-09-13","0.63","82",,"76"
"RP000098429","NINOY AQUINO INTERN, RP","2019-09-14","0.18","81","91","77"
"RP000098429","NINOY AQUINO INTERN, RP","2019-09-15","0.28","80","85",
"RP000098429","NINOY AQUINO INTERN, RP","2019-09-16","2.42","79","81","76"
"RP000098429","NINOY AQUINO INTERN, RP","2019-09-17","1.28","81","87","76"
"RP000098429","NINOY AQUINO INTERN, RP","2019-09-18","0.08","80","88",
"RP000098429","NINOY AQUINO INTERN, RP","2019-09-19","0.69","80","87","76"
"RP000098429","NINOY AQUINO INTERN, RP","2019-09-20","0.79","79",,"76"
"RP000098429","NINOY AQUINO INTERN, RP","2019-09-21","0.87","80","85",
"RP000098429","NINOY AQUINO INTERN, RP","2019-09-22","0.12","83","88","75"
"RP000098429","NINOY AQUINO INTERN, RP","2019-09-23","0.00","85",,"78"
"RP000098429","NINOY AQUINO INTERN, RP","2019-09-24",,"84","92",
"RP000098429","NINOY AQUINO INTERN, RP","2019-09-25",,"85","93","77"
"RP000098429","NINOY AQUINO INTERN, RP","2019-09-26",,"85","90","78"
"RP000098429","NINOY AQUINO INTERN, RP","2019-09-27",,"85","90",
"RP000098429","NINOY AQUINO INTERN, RP","2019-09-28",,"86","92","79"
"RP000098429","NINOY AQUINO INTERN, RP","2019-09-29","0.39","84","89",
"RP000098429","NINOY AQUINO INTERN, RP","2019-09-30","0.08","83","88","80"
"RP000098429","NINOY AQUINO INTERN, RP","2019-10-01","0.00","84",,"80"
"RP000098429","NINOY AQUINO INTERN, RP","2019-10-02",,"80","89",
"RP000098429","NINOY AQUINO INTERN, RP","2019-10-03","0.43","83","90","74"
"RP000098429","NINOY AQUINO INTERN, RP","2019-10-04","0.00","82",,"77"
"RP000098429","NINOY AQUINO INTERN, RP","2019-10-05","0.10","83","88",
"RP000098429","NINOY AQUINO INTERN, RP","2019-10-06","0.00","85",,"78"
"RP000098429","NINOY AQUINO INTERN, RP","2019-10-07",,"86",,"78"
"RP000098429","NINOY AQUINO INTERN, RP","2019-10-08","0.00","85","92","78"
"RP000098429","NINOY AQUINO INTERN, RP","2019-10-09","0.00","85","91",
"RP000098429","NINOY AQUINO INTERN, RP","2019-10-10",,"84","91","77"
"RP000098429","NINOY AQUINO INTERN, RP","2019-10-11",,"83","89",
"RP000098429","NINOY AQUINO INTERN, RP","2019-10-12",,"83",,"77"
"RP000098429","NINOY AQUINO INTERN, RP","2019-10-13",,"85","92",
"RP000098429","NINOY AQUINO INTERN, RP","2019-10-14",,"85","94","77"
"RP000098429","NINOY AQUINO INTERN, RP","2019-10-15",,"85","93","77"
"RP000098429","NINOY AQUINO INTERN, RP","2019-10-16","0.00","84","92","79"
"RP000098429","NINOY AQUINO INTERN, RP","2019-10-17",,"85","92","78"
"RP000098429","NINOY AQUINO INTERN, RP","2019-10-18",,"85","91","80"
"RP000098429","NINOY AQUINO INTERN, RP","2019-10-19",,"85","90","79"
"RP000098429","NINOY AQUINO INTERN, RP","2019-10-20",,"84","92",
"RP000098429","NINOY AQUINO INTERN, RP","2019-10-21",,"85",,
"RP000098429","NINOY AQUINO INTERN, RP","2019-10-22",,"86","93","78"
"RP000098429","NINOY AQUINO INTERN, RP","2019-10-23",,"86","95",
"RP000098429","NINOY AQUINO INTERN, RP","2019-10-24",,"86",,"79"
"RP000098429","NINOY AQUINO INTERN, RP","2019-10-25","0.00","86","94","79"
"RP000098429","NINOY AQUINO INTERN, RP","2019-10-26",,"84","92",
"RP000098429","NINOY AQUINO INTERN, RP","2019-10-27",,"85","94",
"RP000098429","NINOY AQUINO INTERN, RP","2019-10-28","0.02","83","86","77"
"RP000098429","NINOY AQUINO INTERN, RP","2019-10-29",,"84","90","79"
"RP000098429","NINOY AQUINO INTERN, RP","2019-10-30","0.00","83","91",
"RP000098429","NINOY AQUINO INTERN, RP","2019-10-31",,"82","91",
"RP000098429","NINOY AQUINO INTERN, RP","2019-11-01",,"80","87",
"RP000098429","NINOY AQUINO INTERN, RP","2019-11-02",,"83",,"78"
"RP000098429","NINOY AQUINO INTERN, RP","2019-11-03",,"84","91","78"
"RP000098429","NINOY AQUINO INTERN, RP","2019-11-04","0.00","84","89","80"
"RP000098429","NINOY AQUINO INTERN, RP","2019-11-05",,"84","92",
"RP000098429","NINOY AQUINO INTERN, RP","2019-11-06","0.59","80","89",
"RP000098429","NINOY AQUINO INTERN, RP","2019-11-07","0.24","83",,"76"
"RP000098429","NINOY AQUINO INTERN, RP","2019-11-08","0.04","83","91","78"
"RP000098429","NINOY AQUINO INTERN, RP","2019-11-09","0.00","83",,"78"
"RP000098429","NINOY AQUINO INTERN, RP","2019-11-10",,"83","88","79"
"RP000098429","NINOY AQUINO INTERN, RP","2019-11-11",,"83","88","79"
"RP000098429","NINOY AQUINO INTERN, RP","2019-11-12",,"81","87",
"RP000098429","NINOY AQUINO INTERN, RP","2019-11-13",,"82","86","76"
"RP000098429","NINOY AQUINO INTERN, RP","2019-11-14",,"82","87","78"
"RP000098429","NINOY AQUINO INTERN, RP","2019-11-15",,"83","88","78"
"RP000098429","NINOY AQUINO INTERN, RP","2019-11-16",,"83",,"78"
"RP000098429","NINOY AQUINO INTERN, RP","2019-11-17",,"84","88","78"
"RP000098429","NINOY AQUINO INTERN, RP","2019-11-18",,"84",,"80"
"RP000098429","NINOY AQUINO INTERN, RP","2019-11-19",,"85","90","79"
"RP000098429","NINOY AQUINO INTERN, RP","2019-11-20",,"84","88",
"RP000098429","NINOY AQUINO INTERN, RP","2019-11-21","0.00","82",,"78"
"RP000098429","NINOY AQUINO INTERN, RP","2019-11-22","0.04","81","87",
"RP000098429","NINOY AQUINO INTERN, RP","2019-11-23","0.00","83","87","78"
"RP000098429","NINOY AQUINO INTERN, RP","2019-11-24","0.00","83",,
"RP000098429","NINOY AQUINO INTERN, RP","2019-11-25","0.00","83","89",
"RP000098429","NINOY AQUINO INTERN, RP","2019-11-26","0.00","83",,
"RP000098429","NINOY AQUINO INTERN, RP","2019-11-27","0.00","83","92","76"
"RP000098429","NINOY AQUINO INTERN, RP","2019-11-28","0.20","84","92","77"
"RP000098429","NINOY AQUINO INTERN, RP","2019-11-29","0.00","81","90",
"RP000098429","NINOY AQUINO INTERN, RP","2019-11-30",,"82","89","73"
"RP000098429","NINOY AQUINO INTERN, RP","2019-12-01",,"82","89","75"
